,index,artists,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,valence
9201,90406,"['Snoop Dogg', 'David Guetta', 'Giorgio Tuinfort', 'Frederic Riesterer']",0.0597,0.813,0.732,0R7YVi7w41Dr9jU5vblAok,0.00137,7,0.0826,-5.636,1,Sweat - Remix,0.03,130.02,0.731
9202,90460,['Bingo Players'],0.00152,0.7440000000000001,0.957,3uXzBSx2eMKRTEP46SZ2fC,0.884,7,0.352,-4.8,1,Rattle,0.0519,127.991,0.529
9203,90465,['Alejandro Fernández'],0.38,0.536,0.457,2H2Tg24kqd1eA3F7BSQFSi,1.27e-05,1,0.1689999999999999,-8.785,1,Qué Voy a Hacer Con Mi Amor,0.0405,165.69299999999996,0.499
9204,90488,['Sade'],0.0758,0.687,0.684,28XDE6yXI6Bp4U3nLSGqzp,0.000808,9,0.0441,-5.181,0,Smooth Operator - Remastered,0.032,119.193,0.96
9205,90494,['El Dipy'],0.0648,0.903,0.521,09bBwB9wctmnYtxMOdNGRd,0.0,11,0.106,-4.372,0,Soy Soltero,0.141,139.438,0.8909999999999999
9206,90496,['Jesse & Joy'],0.0381,0.545,0.466,40qGH4aiVeaFW7qIPCyTVa,0.0,6,0.353,-6.659,1,La De La Mala Suerte,0.0301,139.97799999999998,0.351
9207,90531,['Bruno Mars'],0.818,0.643,0.394,7Cj2tT0m2SBeIO1PsGfk8A,0.0,2,0.0888,-6.305,0,Grenade - Acoustic,0.0305,97.911,0.364
9208,90534,['Lil Wayne'],0.000177,0.644,0.6609999999999999,1ZOROX1KhC9xipkXFCxeDf,5.23e-06,11,0.108,-6.093,1,How To Love,0.0418,153.99200000000005,0.272
9209,90539,['Lehmber Hussainpuri'],0.021,0.726,0.994,1tEto4JrqNmBZFH5uAiYqb,0.0108,5,0.222,-2.4330000000000003,0,Sadi Gali,0.0543,129.989,0.779
9210,90553,"['Ricky Martin', 'Natalia Jiménez']",0.5429999999999999,0.727,0.812,2uhaDVmfG7pT94VO5jl2r4,0.0,3,0.0796,-4.148,1,Lo Mejor de Mi Vida Eres Tú (feat. Natalia Jiménez),0.0405,128.811,0.812
9211,90555,['Charlene Soraia'],0.82,0.597,0.115,0IF7bHzCXCZoKNog5vBC4g,0.000215,9,0.111,-9.217,1,Wherever You Will Go,0.0334,111.202,0.128
9212,90567,['La Arrolladora Banda El Limón De Rene Camacho'],0.7490000000000001,0.8290000000000001,0.423,1y8vhYug05asslmpY8bFel,0.0,0,0.276,-5.471,1,Cabecita Dura,0.0623,132.093,0.978
9213,90573,['Maná'],0.105,0.67,0.528,3qppK9r9CpNUcqAwn9bX6u,0.000103,7,0.224,-8.036,1,Vivir Sin Aire,0.0261,132.31,0.384
9214,90577,"['Patrick Swayze', 'Wendy Fraser']",0.313,0.596,0.457,36EWx5B78n8sSfpmtKrUUV,2.43e-05,4,0.118,-10.046,0,She's Like the Wind (feat. Wendy Fraser),0.0283,124.993,0.207
9215,90583,['Gyptian'],0.693,0.615,0.557,5jz145Zwo1I3tZ3g018AEX,0.0,8,0.16,-8.698,1,Wine Slow,0.286,119.845,0.425
9216,90599,"['C-Kan', 'Zimple', 'Don Aero']",0.162,0.8759999999999999,0.5579999999999999,17vupJrjeDfny9XLt2micF,0.0,8,0.103,-5.972,1,Esta Vida Me Encanta,0.166,78.492,0.79
9217,90601,['Linkin Park'],0.00401,0.5529999999999999,0.907,00KfIFi2TpAaQGPbRbFbKJ,0.0,9,0.266,-5.6229999999999976,0,IN MY REMAINS,0.0484,100.967,0.451
9218,90607,"['Thalia', 'Prince Royce']",0.344,0.8,0.723,1Q8NiatGDc6YgefNwT7Jgu,0.0,0,0.0956,-6.404,0,Te Perdiste Mi Amor (feat. Prince Royce),0.0353,128.017,0.916
9219,90609,['Of Monsters and Men'],0.042,0.379,0.878,3SPVZJzf1Hs30rB6yXVf2y,0.00431,1,0.146,-4.338,0,Mountain Sound,0.0359,102.023,0.381
9220,90612,['Imagine Dragons'],0.106,0.448,0.784,58rFzMvW9kxNwMtGTgBQoP,0.000108,9,0.6679999999999999,-3.686,1,Radioactive,0.0627,136.245,0.236
9221,90619,"['Romeo Santos', 'Mario Domm']",0.0519,0.245,0.6779999999999999,0JYdkP4Kz0ixmSfTTPvECC,0.0,5,0.0804,-6.1679999999999975,1,Rival (feat. Mario Domm),0.0514,83.624,0.288
9222,90623,['Imagine Dragons'],0.19,0.505,0.71,1Ntj0hZfncXCQ5hij7igIE,0.00025,3,0.329,-3.015,1,Demons,0.0321,89.93799999999996,0.428
9223,90632,"['Calvin Harris', 'Kelis']",0.0334,0.779,0.963,36cmM3MBMWWCFIiQ90U4J8,0.493,2,0.664,-2.125,0,Bounce (feat. Kelis) - Radio Edit,0.0399,127.941,0.759
9224,90643,"['Reyli Barba', 'Yuridia', 'Armando Ávila']",0.521,0.547,0.6629999999999999,4eE8rU7ymogVA74C8j2b2f,0.0,6,0.146,-4.698,1,¿Qué Nos Pasó? (with Yuridia),0.0294,135.80700000000002,0.281
9225,90647,['ABBA'],0.175,0.508,0.825,1rMfDvE2C8ne8UZj847rKM,0.00133,9,0.376,-9.627,1,Dancing Queen,0.0451,100.548,0.715
9226,90648,['El Komander'],0.511,0.557,0.915,2mdKnpJlXUvRFeuMC1rb68,0.0,7,0.0583,-2.544,1,El Taquicardio,0.115,90.53,0.962
9227,90663,['Canserbero'],0.157,0.644,0.7909999999999999,1nSPlJY53DG3avK6UfpDpZ,0.0,5,0.314,-4.587,1,Jeremías 17-5,0.273,91.753,0.408
9228,90684,"['Kany Garcia', 'Franco De Vita']",0.918,0.531,0.29,7vw2L7CJS7uXSX5gOty4Nt,0.0,7,0.205,-8.65,1,Hoy Ya Me Voy (feat. Franco de Vita),0.0407,141.266,0.454
9229,90687,['Fidel Rueda'],0.605,0.7290000000000001,0.424,781lqqMzOTUPNl21JdgaLS,5.58e-06,10,0.147,-4.869,1,Tú Ya Eres Cosa Del Pasado,0.0352,131.857,0.8059999999999999
9230,90693,['Linkin Park'],0.0621,0.508,0.88,4zNk347FJz4yDDcjUhJJMI,9.43e-05,5,0.15,-6.441,0,POWERLESS,0.0448,140.065,0.337
9231,90696,"['Breakbot', 'Irfane']",0.726,0.8290000000000001,0.792,0tZkVZ9DeAa0MNK2gY5NtV,5.83e-06,2,0.122,-3.755,0,Baby I'm Yours,0.0668,118.05,0.758
9232,90703,"['3 Doors Down', 'Jack Joseph Puig']",0.00815,0.469,0.67,135cNW8kQtiTId7qcsJfVC,0.0,10,0.132,-4.604,0,Here Without You,0.027,144.045,0.158
9233,90704,"['Calvin Harris', 'Example']",0.00131,0.596,0.952,7B1Dl3tXqySkB8OPEwVvSu,0.0,7,0.598,-4.364,1,We'll Be Coming Back (feat. Example),0.0873,127.945,0.5710000000000001
9234,90707,"['Daddy Yankee', 'Prince Royce']",0.102,0.7809999999999999,0.8420000000000001,2QSuNcQxqFfokvbS7SInHG,0.0,10,0.0657,-5.334,0,Ven Conmigo,0.0403,120.054,0.71
9235,90734,['Carla Morrison'],0.836,0.643,0.312,61paDgouceUmuVTsoUO5TD,0.0,1,0.106,-7.155,1,Déjenme Llorar,0.0351,94.093,0.094
9236,90742,"['James Brown', '2Pac']",0.128,0.563,0.917,47Zqlw3jmibtVPy8usPjBj,8.47e-06,8,0.404,-4.753,1,Unchained (The Payback / Untouchable),0.158,92.074,0.573
9237,90761,['The Killers'],0.00116,0.409,0.8370000000000001,62BxlOvQCjLNQA5ARA4Dug,0.0065099999999999,1,0.0855,-4.043,1,Runaways,0.0406,121.757,0.199
9238,90770,['MKTO'],0.0353,0.713,0.7809999999999999,5x9VIW2fS21JMswOt6AORI,0.0,1,0.155,-4.859,1,Classic,0.121,102.078,0.8
9239,90772,"['DVBBS', 'Borgeous']",0.0483,0.6990000000000001,0.8390000000000001,0vZCG0H9KhtU7K8MEUVAoV,0.655,4,0.0897,-5.353,0,Tsunami,0.0481,128.026,0.264
9240,90773,['Yung Lean'],0.22,0.623,0.716,2djY65hifu2a4R2WqcXqKL,2.54e-06,11,0.113,-7.449,0,Kyoto,0.207,116.914,0.203
9241,90776,['Carlos Vives'],0.0171,0.588,0.812,6Al0Kpd4VrRZ0Z4kTThNPa,0.0,5,0.111,-4.172,1,Volví a Nacer,0.0429,97.98,0.512
9242,90781,['Avicii'],0.0505,0.569,0.785,4eDYMhIin1pSLIG96f1aD0,1.12e-06,1,0.086,-4.057,0,Addicted To You,0.0457,128.031,0.303
9243,90784,"['Steve Aoki', 'Chris Lake', 'Tujamo']",0.00431,0.743,0.962,5PZI5xTcMq8FsCcEroth7S,0.645,11,0.351,-3.205,0,Boneless,0.0628,127.995,0.6459999999999999
9244,90803,['Avicii'],0.00247,0.586,0.727,52RK8UVEDgUAgpecOpTQM3,0.0107,6,0.152,-4.799,1,You Make Me,0.039,124.99,0.496
9245,90819,['Nora En Pure'],0.00307,0.677,0.758,1Ht4NJdY8adMsW540P5vG0,0.736,6,0.22,-6.523,0,Come With Me - Radio Mix,0.027,119.999,0.308
9246,90831,['J Balvin'],0.0841,0.746,0.617,7syG2WcnpcoJvxSZT9VbAa,0.0,3,0.21,-5.811,0,Yo Te Lo Dije,0.0734,87.944,0.961
9247,90859,"['Julia Sheer', 'Jon D']",0.873,0.637,0.263,1ulDt6ySVbMbzZCBO6hSfb,0.0,5,0.1639999999999999,-9.094,0,Little Talks,0.0399,97.423,0.487
9248,90865,"['JAY-Z', 'Justin Timberlake']",0.0594,0.6759999999999999,0.534,1q9bLSeIlGf2xBvbOkp2Wr,8.59e-06,2,0.256,-6.901,0,Holy Grail,0.0831,145.082,0.156
9249,90872,['Bastille'],0.0192,0.67,0.8290000000000001,7BNDyzwDboNRR2wmd7GSew,0.000225,5,0.089,-7.2,0,Of The Night,0.0427,125.01,0.349
9250,90874,['Wardruna'],0.657,0.234,0.51,1bqmaIBGwlo4MtrAxjRDHB,0.293,5,0.545,-13.398,0,Helvegen,0.0498,100.67,0.191
9251,90886,['Mr. Probz'],0.541,0.365,0.277,3s8GJ1A9ujxsKcLaJ2wY7Q,2.87e-05,5,0.38,-12.262,0,Waves,0.0353,173.264,0.2
9252,90895,['Pearl Jam'],0.00309,0.523,0.847,1cAMXz9mnvrqyQLSG4KeeE,1.21e-05,3,0.146,-5.888,1,Sirens,0.028,155.032,0.475
9253,90900,['Daft Punk'],0.0692,0.74,0.682,0oks4FnzhNp5QPTZtoet7c,0.53,9,0.381,-10.42,0,Giorgio by Moroder,0.0504,113.201,0.41
9254,90905,['Imran Khan'],0.00451,0.726,0.652,6HGoVbCUr63SgU3TjxEVj6,3.32e-05,1,0.226,-7.7639999999999985,0,Satisfya,0.11,163.87900000000005,0.8029999999999999
9255,90911,['Bastille'],0.0755,0.679,0.715,4Ub8UsjWuewQrPhuepfVpd,0.0,9,0.271,-6.382999999999999,1,Pompeii,0.0407,127.435,0.5710000000000001
9256,90925,"['Bahamas', 'The Weather Station']",0.913,0.6679999999999999,0.214,6gREYnl1rgTBE06YIDZheT,0.0157,0,0.122,-14.983,1,Don't You Want Me,0.0437,111.2,0.348
9257,90932,['Juan Luis Guerra 4.40'],0.622,0.585,0.977,1GT0Q2ZTeKtIBueYKr4vhr,0.0,1,0.328,-3.57,1,La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,0.0615,138.264,0.8009999999999999
9258,90933,['Lucy Spraggan'],0.198,0.456,0.7859999999999999,0tn15AIyBUAi9WLzzhKQsk,0.0,1,0.13,-3.877,1,Last Night (Beer Fear),0.237,92.287,0.918
9259,90937,['Bonobo'],0.395,0.64,0.8440000000000001,2lJ4d8MCT6ZlDRHKJ1br14,0.933,2,0.0827,-8.412,0,Cirrus,0.0374,119.042,0.364
9260,90947,['Disfigure'],0.00154,0.619,0.642,2EjSewEKEZShOUBwFXUrK5,1.38e-06,11,0.158,-5.194,0,Blank,0.0328,140.012,0.448
9261,90957,['Sun Rai'],0.224,0.877,0.542,5pjWzUc1tVcewUTdDJd6Ce,0.132,2,0.0858,-9.102,1,San Francisco Street,0.0419,111.474,0.509
9262,90967,['Caos'],0.0174,0.695,0.7959999999999999,2GggG2lQVYuus2aeAybe8M,0.0,4,0.0493,-6.057,0,La Planta,0.0361,114.804,0.652
9263,90968,['Nico & Vinz'],0.162,0.725,0.68,2wqaekenSQZm7hxQOYt8oE,2.13e-06,8,0.158,-5.465,1,Am I Wrong,0.0306,119.939,0.76
9264,90970,"['Afrojack', 'Wrabel']",0.0336,0.523,0.861,2ldAdghnrO34HPcZ0IWfTu,0.0,0,0.144,-3.447,1,Ten Feet Tall,0.0644,127.049,0.346
9265,90974,['Calibre 50'],0.691,0.639,0.725,5TphzFf2iv0l3VrFHN08kN,0.000144,7,0.274,-5.309,1,Contigo,0.0306,136.95600000000002,0.619
9266,90978,['Catfish and the Bottlemen'],0.000254,0.446,0.91,1B241LRKmK6qDDTZfUajmm,9.76e-05,7,0.077,-4.481,0,Cocoon,0.0652,133.053,0.325
9267,90986,['Amber Run'],0.957,0.384,0.0885,3i7Iyc932rv1AZz7gl7dj8,0.0,7,0.126,-11.166,0,I Found - Acoustic,0.0479,171.146,0.284
9268,90993,['Coldplay'],0.911,0.371,0.216,77yuzxCS3csrgTPSW0pvyk,0.826,10,0.0934,-14.727,1,O,0.0358,136.998,0.0645
9269,90999,['Landon Austin'],0.157,0.528,0.684,0o9MIPIGM8svRpfdQGTvUX,0.0,8,0.0997,-6.266,0,Armor,0.0331,155.947,0.31
9270,91000,['BTS'],0.0116,0.614,0.828,5eM0WUGlosevLM5sA6UsWd,0.0,11,0.0961,-4.84,0,Let Me Know,0.0815,136.1,0.16
9271,91002,['Sofia Karlberg'],0.519,0.54,0.499,7jOvEsDIjHRH0LwCkwZSHS,0.0,2,0.157,-8.73,0,Crazy in Love,0.0544,120.055,0.316
9272,91005,['Coldplay'],0.0127,0.495,0.502,0FMjqbY3aWo1QDbo3GwXib,0.6890000000000001,5,0.068,-9.307,1,Always in My Head,0.0259,97.546,0.0394
9273,91017,['Chayanne'],0.112,0.69,0.902,7lOzUJzsELALh5FQsPKTEn,0.0,6,0.175,-4.269,0,Humanos a Marte,0.0407,92.988,0.7859999999999999
9274,91022,['Remmy Valenzuela'],0.7829999999999999,0.56,0.472,78Lv54mlazogTRDzzFXk03,0.0,2,0.145,-6.252999999999999,1,Nadie,0.12,149.803,0.753
9275,91025,"['Tristam', 'Braken']",0.0424,0.435,0.727,2c4s8OFu1IkIDdNA953M03,4.6e-06,1,0.105,-6.968999999999999,1,Frame of Mind,0.0611,174.99200000000005,0.399
9276,91029,"['Electric Youth', 'College']",0.7440000000000001,0.706,0.443,3wQ2F1MjiNMENmvy4xUeXy,0.555,10,0.162,-8.422,1,A Real Hero,0.0349,112.001,0.376
9277,91032,['Elder Island'],0.173,0.919,0.44,4Ri84aoor16uSkNtpAvPgQ,0.00392,1,0.0681,-11.588,1,The Big Unknown,0.0689,114.972,0.369
9278,91037,['Amaranthe'],4.94e-05,0.286,0.914,5VToMJACRoeT0YZNs5CYyp,0.000255,7,0.0838,-3.929,1,Drop Dead Cynical,0.0905,140.042,0.485
9279,91038,['Ha*Ash'],0.642,0.546,0.581,3xrpI0GqWNMjMDOdXUOnK3,0.0,2,0.7559999999999999,-5.94,1,Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],0.0359,133.81,0.255
9280,91042,['RuPaul'],0.0191,0.826,0.614,5PHPENfE3RVmHGAA2A7Hfx,0.0172,11,0.0865,-4.22,1,Sissy That Walk,0.0561,126.046,0.591
9281,91044,"['Wisin', 'Jennifer Lopez', 'Ricky Martin']",0.0856,0.685,0.944,2eqDUxbd0JPEhNrJdPlHLs,0.0,5,0.0927,-2.793,1,Adrenalina (feat. Jennifer Lopez & Ricky Martin),0.145,124.987,0.757
9282,91047,"['Calvin Harris', 'HAIM']",0.015,0.606,0.949,75kMrDKPJJpgEQaXVh7QMB,2.7600000000000014e-05,7,0.109,-2.749,0,Pray to God (feat. HAIM),0.0414,120.031,0.436
9283,91048,['Axel Thesleff'],0.0131,0.7,0.546,5ZVujHtwnsqFJvLnqRSdch,0.0305,5,0.172,-7.705,0,Bad Karma,0.109,80.00399999999998,0.302
9284,91050,['Revolver Cannabis'],0.166,0.718,0.7190000000000001,3j1WurYpvW7IgHCATbiDdQ,0.0,3,0.27,-8.763,1,El De Los Lentes Carrera (Bonus Track),0.0536,113.174,0.969
9285,91052,['BTS'],0.031,0.7020000000000001,0.851,4HEFpKZaYWGTjgCjhnSShV,0.0,1,0.354,-4.918,0,Rain,0.143,89.95700000000002,0.313
9286,91061,['BTS'],0.00941,0.311,0.887,1n99s09TM651WSXOMxyoHF,0.0,1,0.281,-2.5780000000000003,0,Tomorrow,0.277,175.483,0.627
9287,91062,['TheFatRat'],0.0313,0.544,0.608,5iRVNYbhfWNO2VzBykX7GS,0.742,10,0.0925,-8.073,0,Xenogenesis,0.0287,145.049,0.088
9288,91068,"['Cartel De Santa', 'Campa']",0.0477,0.66,0.7659999999999999,7vDqM9MFCCAdeSSWQQdzT5,0.000239,7,0.624,-4.263,1,Suena Mamal*** (feat. Campa),0.194,164.791,0.722
9289,91071,"['David Guetta', 'Showtek', 'VASSY']",0.00125,0.614,0.972,6PtXobrqImYfnpIxNsJApa,0.0186,5,0.328,-3.927,0,Bad (feat. Vassy) - Radio Edit,0.088,127.966,0.411
9290,91072,"['BTS', 'Supreme Boi']",0.0217,0.7929999999999999,0.924,2kyht6yYIHLianPBFxx7Mt,0.0,4,0.644,-3.017,0,BTS Cypher Pt.3: Killer,0.321,140.03,0.665
9291,91073,"['Olly Murs', 'Demi Lovato']",0.0146,0.6920000000000001,0.831,1RidHM9BC4M8DpfSQ6YLJh,0.0,9,0.103,-5.388999999999999,1,Up (feat. Demi Lovato),0.034,114.972,0.6759999999999999
9292,91077,['Max Richter'],0.996,0.384,0.00341,3KG9I4JXpDwNQOsotE3uLh,0.943,0,0.0964,-39.053,0,The Departure,0.0447,116.941,0.117
9293,91082,['Fink'],0.328,0.477,0.519,7bhI6rnvaVw8qgZPn32qE0,0.748,2,0.0949,-12.461,1,Looking Too Closely,0.0358,175.09400000000005,0.102
9294,91089,"['Pitbull', 'Jennifer Lopez', 'Claudia Leitte']",0.00879,0.5920000000000001,0.935,1PCvKFPWnTXAe2oaReVUcr,0.0154,6,0.132,-4.317,0,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),0.0581,125.013,0.5670000000000001
9295,91090,['AC/DC'],7.13e-05,0.5720000000000001,0.825,2vyae4DvSU2gs8OMOGwXF2,0.000134,8,0.134,-3.977,1,Rock or Bust,0.04,98.057,0.56
9296,91091,['The Chainsmokers'],0.0135,0.789,0.916,1HOlb9rdNOmy9b1Fakicjo,8.09e-06,0,0.077,-3.262,1,#SELFIE,0.249,127.956,0.6579999999999999
9297,91095,"['Kyla La Grange', 'Kygo']",0.59,0.674,0.6779999999999999,1y4Kln6VEjQMpmHW7j9GeY,0.222,10,0.051,-8.452,0,Cut Your Teeth - Kygo Remix,0.0406,99.985,0.465
9298,91117,['Night Lovell'],0.541,0.875,0.519,77TtEap7ay9c4Z5B9Lp3bv,1.09e-05,1,0.109,-3.056,1,Concept Nothing,0.0663,110.018,0.0568
9299,91126,['Paloma Faith'],0.0959,0.5660000000000001,0.885,62ke5zFUJN6RvtXZgVH0F8,9.83e-05,8,0.334,-4.527,1,Only Love Can Hurt Like This,0.0815,90.989,0.307
9300,91129,['Ben Howard'],0.475,0.305,0.462,7gYwIAHB6VxzLJFSZMMv8i,0.122,0,0.0916,-9.57,1,I Forget Where We Were,0.0338,113.468,0.181
9301,91135,"['Carlos Vives', 'Marc Anthony']",0.0234,0.607,0.867,59hfezbTqi7I68O4OyLfcR,0.0,1,0.0828,-3.947,1,Cuando Nos Volvamos a Encontrar (feat. Marc Anthony),0.041,102.027,0.598
9302,91142,['Linkin Park'],0.00774,0.466,0.852,3aYBjxTMvrEOP0A0UXg9ER,2.6e-06,3,0.0989,-4.487,1,Final Masquerade,0.0585,164.032,0.428
9303,91147,['GD X TAEYANG'],0.000875,0.745,0.825,5rPZMrKqHHVVCYOom7OkFO,0.000218,1,0.0828,-3.162,0,GOOD BOY,0.0352,95.001,0.242
9304,91149,['Romeo Santos'],0.598,0.8270000000000001,0.747,0beYgCC4ErBZyEUbnpdyOE,0.0,7,0.1369999999999999,-5.015,0,No Tiene la Culpa,0.0333,123.034,0.913
9305,91150,['BTS'],0.371,0.721,0.835,6WAKgjqoVT0nwPkfL04HBl,0.0,1,0.0765,-4.926,1,Miss Right,0.211,92.97,0.855
9306,91156,['EXO-K'],0.0615,0.498,0.917,5NSPsOGVNWYOMeeyZPF7HY,0.0,5,0.358,-1.797,0,Overdose,0.1639999999999999,112.357,0.652
9307,91164,['Aero Chord'],0.0445,0.573,0.735,63bR379dNknfAws2hBBsq7,0.865,2,0.187,-4.132,1,Surface,0.0428,170.007,0.246
9308,91166,['Declan McKenna'],0.0918,0.6890000000000001,0.617,5ftdTvmQjjsL23t7jxADfI,2.02e-05,4,0.0816,-5.1960000000000015,1,Brazil,0.0289,121.062,0.682
9309,91167,['Little Mix'],0.754,0.5579999999999999,0.361,0NyRSfiU6ri61vku1xiLoD,0.0,9,0.0926,-8.346,1,"Secret Love Song, Pt. II",0.0328,95.161,0.165
9310,91170,['Los Huracanes del Norte'],0.213,0.35,0.653,6AshXTa1GeNYf9mpLfJwl0,0.0,10,0.57,-7.093,1,Que Me Lleve El Diablo - En Vivo,0.0304,155.602,0.69
9311,91172,['Jazz Cartier'],0.175,0.456,0.7929999999999999,6ekV6MGnPTuCOnjB4VcWGc,0.0,5,0.1689999999999999,-5.569,1,Dead Or Alive,0.65,205.348,0.7070000000000001
9312,91173,"['Ricky Martin', 'Yotuel']",0.0344,0.725,0.903,00i0O74dXdaKKdCrqHnfXm,0.0,0,0.183,-2.955,1,La Mordidita (feat. Yotuel),0.0658,142.006,0.946
9313,91178,"['Drake', 'PARTYNEXTDOOR']",0.165,0.605,0.51,1OHoBC4icbuNhpSxP400sv,8.8e-05,11,0.104,-8.094,0,Preach,0.423,65.255,0.389
9314,91183,"['Kendrick Lamar', 'Bilal', 'Anna Wise', 'Snoop Dogg']",0.112,0.539,0.731,4oFtLSgHyZPNYDCcANhTnO,1.19e-06,3,0.129,-5.085,0,Institutionalized,0.453,81.11399999999998,0.568
9315,91186,"['The Weeknd', 'Labrinth']",0.0355,0.6659999999999999,0.485,1bAvtmTl0F9loyz9AwPwp7,0.000599,0,0.504,-9.85,0,Losers,0.053,91.007,0.287
9316,91190,['Mon Laferte'],0.0251,0.394,0.475,4skuEIloXWuxxgekKupkEH,0.00749,10,0.112,-7.935,1,Tu Falta De Querer,0.028,129.995,0.441
9317,91191,['Jess Glynne'],0.00159,0.642,0.823,1i1rNVtxbE7rdFfpHuNq2j,0.0,0,0.0776,-5.7170000000000005,1,Hold My Hand,0.0289,122.977,0.431
9318,91194,['Ariana Grande'],0.266,0.6709999999999999,0.8759999999999999,1cdzfFjEbUbgTm5nv3FgXR,0.0,6,0.444,-6.034,1,Focus,0.239,100.016,0.8
9319,91197,"['Kygo', 'Maty Noyes']",0.0444,0.648,0.736,7gBj0VgcuAgkXkiRRYvSmK,0.000137,8,0.171,-7.947999999999999,1,Stay (feat. Maty Noyes),0.0385,103.027,0.378
9320,91202,['Yandel'],0.147,0.662,0.8740000000000001,7LABrQFfRYcZUqUwng0Heb,0.0,8,0.141,-4.509,1,Encantadora,0.0471,169.94299999999996,0.926
9321,91204,['Lana Del Rey'],0.269,0.287,0.43,3sYDVtqO35oRSOIMx7dOqR,0.000579,5,0.32,-10.014,0,Freak,0.033,93.984,0.109
9322,91205,"['Johannes Brahms', 'Yo-Yo Ma']",0.989,0.205,0.00832,59cPOVxrn3Yjwydl1pullI,0.598,3,0.104,-33.503,1,"Wiegenlied, Op. 49, No. 4 (Arr. for Cello and Piano)",0.0506,77.781,0.215
9323,91210,['Kendrick Lamar'],0.708,0.541,0.809,3ODXRUPL44f04cCacwiCLC,0.0,8,0.72,-4.2860000000000005,1,i,0.324,120.094,0.753
9324,91215,['Tame Impala'],0.211,0.371,0.778,4a9fW33mYR8LhXBOLUhbfF,0.00141,7,0.181,-7.1960000000000015,0,Past Life,0.0559,145.734,0.288
9325,91217,['Cage The Elephant'],0.133,0.482,0.55,48sc7vBJeNoCEQhxO3zYKA,0.0,4,0.294,-7.097,0,Too Late To Say Goodbye,0.0357,67.559,0.1
9326,91219,['BRADIO'],0.0167,0.45,0.857,6VBQ4DF4fwPJNA96RbMQWT,0.0,6,0.202,-2.35,1,Flyers,0.0398,139.064,0.755
9327,91221,['Baby Lullaby Academy'],0.992,0.493,0.156,7ueCTKb8n7UOdEoM34zzYy,0.993,3,0.113,-22.462,1,Brahms Lullaby and White Noise Ocean Waves,0.0316,50.01,0.347
9328,91224,['Dua Lipa'],0.117,0.6609999999999999,0.6509999999999999,1ixphys4A3NEXp6MDScfih,1.32e-05,7,0.056,-3.771,0,Be the One,0.0499,87.46,0.368
9329,91225,['Unknown Mortal Orchestra'],0.045,0.828,0.7240000000000001,4dhARBZ8YLvm8oRDnCIeXr,0.0618,9,0.132,-7.217,1,Necessary Evil,0.113,96.2,0.6940000000000001
9330,91230,['Lorn'],0.0165,0.408,0.4970000000000001,7pM9cLbrgRGX1hHElTX92m,0.603,11,0.414,-7.515,0,Acid Rain,0.0352,55.803,0.0961
9331,91231,['EXO'],0.284,0.6920000000000001,0.8859999999999999,6Rx0ORYPP3GH9rTvGS5Vy8,0.0,1,0.341,-2.519,1,CALL ME BABY,0.0519,100.03,0.879
9332,91232,['Alan Walker'],0.000875,0.804,0.758,0lMrWcrVXHPEuVBuc0nRzZ,0.331,4,0.125,-4.819,1,Spectre,0.0483,127.946,0.424
9333,91233,['Jason Derulo'],0.0462,0.75,0.6829999999999999,1dl3vuXJS9anUXE7XnNP75,1.32e-06,9,0.297,-4.829,0,Get Ugly,0.12,111.066,0.539
9334,91235,['Sleeping With Sirens'],0.0397,0.486,0.948,5LfFjqx9c83BMXrJVfYT0Y,0.0,9,0.258,-4.61,1,Kick Me,0.208,110.033,0.188
9335,91236,['Lana Del Rey'],0.544,0.282,0.464,5jqNQZBwbZWQXPWfo0ygZF,0.215,11,0.111,-11.112,0,Art Deco,0.0533,148.345,0.0596
9336,91240,"['Disclosure', 'Sam Smith']",0.115,0.6709999999999999,0.7859999999999999,78EQ5LZGgviMU9k0zrqv1r,0.0,8,0.363,-4.857,1,Omen - Radio Edit,0.14,106.057,0.621
9337,91244,['TK from Ling tosite sigure'],0.8290000000000001,0.518,0.39,15TaZdhznRBaKzyHLHA9ad,0.0,9,0.0729,-6.0829999999999975,1,unravel (acoustic version) - Acoustic Version,0.0937,84.09200000000001,0.311
9338,91245,['Halsey'],0.239,0.5710000000000001,0.585,3ek4HgBlmvkTWgfT5sTSe9,0.00016,9,0.133,-8.392000000000001,0,Drive,0.0494,113.973,0.291
9339,91250,['Of Monsters and Men'],0.00202,0.581,0.747,5wU6jk9kxYzFGUpeE6T2Q5,0.000449,0,0.109,-7.207000000000002,1,Crystals,0.0303,132.195,0.325
9340,91251,"['Pham', 'Yung Fusion']",0.26,0.8240000000000001,0.5379999999999999,3gZUflBBfgS3QiTSTg0hk0,3.45e-05,6,0.13,-7.972,1,Movements,0.269,110.879,0.352
9341,91253,['All Time Low'],0.00137,0.519,0.981,50oS45iNMFp7pKIQRAWIUP,0.000164,1,0.0903,-3.472,0,Kids In The Dark,0.0733,130.043,0.765
